replicate,K_W_per_K,UA_W_per_K,SSE,success
368,27906.071770594117,1802.131290149776,0.7172105399539439,True
369,28209.61731263887,1799.3123243745736,1.2445821137749489,True
370,27850.469908162184,1797.191166282989,1.1249957932852763,True
371,27773.099115176698,1800.5524719497337,1.1037067270424656,True
372,28191.356379303146,1799.7676294898165,0.9537754940328957,True
373,27758.61508894542,1797.2203505227235,1.490273716037547,True
374,28267.81558542375,1794.831283999934,1.1172178292504165,True
375,27958.258469356493,1799.6586661541633,1.809909507740688,True
376,27531.398935813417,1806.0320462649202,1.315322285080646,True
377,27440.558607141593,1803.5788304256776,1.080352940035293,True
378,27646.516619429367,1804.1476085217532,0.8170703647831163,True
379,27782.29194263019,1802.9109886226522,1.2590142725467284,True
380,27943.331766320618,1798.0803479019676,1.5889738957608428,True
381,27912.658887232537,1804.6536922303694,1.1400140949965616,True
382,27712.938549548817,1793.3668151839995,1.3640888376548854,True
383,28023.214846599705,1802.5623905816528,0.8930344574645218,True
384,27918.880722650185,1805.319029609904,0.8987635440332814,True
385,28021.2619222771,1794.3124886614821,0.9573585428116393,True
386,27970.515141721855,1802.744693025315,0.7964536111701073,True
387,27699.885697173893,1796.5766522826962,0.756263647389126,True
388,28212.929304034886,1798.9701605497337,1.357323709641955,True
389,28231.86596622961,1797.969724164442,0.8034270191555167,True
390,27915.612592978447,1797.4928322901044,0.6293348272151228,True
391,28085.907790270157,1793.707393433899,1.0378567587291554,True
392,28211.702173429774,1798.6187385631683,1.121260852230817,True
393,28002.260711110757,1794.659789520321,1.230949210301618,True
394,27997.106660230907,1795.2648534956995,1.4251100791156635,True
395,27839.704546766563,1795.7020605568107,1.1213164564373386,True
396,28176.810363145592,1797.6535929984652,0.939227447324116,True
397,27991.039158156054,1799.837916354102,0.9209975449507497,True
398,28185.246118111405,1799.6849647855274,0.986874727677751,True
399,27942.82498559775,1798.8008396962298,1.0675889537354708,True
400,28096.939219332515,1802.6783655138674,1.2886468614764497,True
401,27910.35792762076,1798.3932112759899,1.239964070350124,True
402,27947.362020853478,1802.0049234414937,1.2545432783893555,True
403,27459.946761126106,1798.2554664427162,0.7461930681732025,True
404,28074.719503662145,1799.3690911004367,0.7087646359772315,True
405,27961.292057304014,1799.2261576465228,0.7966170284083094,True
406,27804.746692465094,1801.1351518437173,1.3058422316124316,True
407,28175.65689963349,1798.9737646357664,1.7390725944278982,True
408,28186.610527813653,1797.868863381359,1.287490055807678,True
409,27845.407718530663,1799.3803855717845,1.7118095600757945,True
410,27818.5482572421,1802.4020056003342,0.9564743607387209,True
411,27950.082453453626,1797.8818399122913,1.0407907075279317,True
412,27448.22942858567,1798.5158705747692,0.9443173463161589,True
413,27898.841269236764,1804.279033321367,0.34010327900971093,True
414,28216.430316790473,1797.0981226381755,1.574597731884937,True
415,27844.66464179464,1792.6087860360092,0.9110067648300473,True
416,27895.424053978262,1799.2387734618226,1.8299043305264893,True
